age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
49,Government,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,46,United-States,<=50K
50,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,35,United-States,<=50K
41,Government,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
23,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,40,Latin America,<=50K
22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K
49,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K
43,Government,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,Self-employed,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,<=50K
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
49,Self-employed,9th,5,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,Canada,<=50K
44,Government,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,15024,0,75,United-States,>50K
57,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,0,0,38,United-States,<=50K
23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,60,United-States,<=50K
37,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Spouse,White,Male,7298,0,40,United-States,>50K
45,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
36,Self-employed,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
47,Government,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,38,United-States,<=50K
33,Self-employed,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,Government,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,35,United-States,<=50K
46,Private,Assoc-voc,11,Divorced,Tech-support,Other-relative,White,Female,0,0,36,United-States,<=50K
32,Self-employed,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,48,United-States,<=50K
41,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,50,United-States,<=50K
31,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
38,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Spouse,White,Female,0,0,35,United-States,<=50K
18,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
22,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
50,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,35,United-States,<=50K
33,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Spouse,White,Female,5178,0,40,United-States,>50K
66,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
33,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Government,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Other-service,Spouse,Asian-Pac-Islander,Male,0,0,40,Asia,<=50K
61,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,45,United-States,>50K
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,Black,Female,0,0,40,Latin America,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
31,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,Latin America,<=50K
42,Self-employed,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,Asian-Pac-Islander,Male,0,0,40,Asia,>50K
28,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,Latin America,<=50K
51,Government,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,Black,Male,0,0,60,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,1902,40,United-States,>50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
57,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,7688,0,45,United-States,>50K
33,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
35,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,<=50K
71,Private,7th-8th,4,Widowed,Exec-managerial,Other-relative,White,Female,0,0,16,Europe,<=50K
23,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,0,0,30,United-States,<=50K
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
60,Self-employed,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,<=50K
24,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,1579,40,United-States,<=50K
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,Black,Male,0,0,40,United-States,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,70,United-States,<=50K
47,Government,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K
62,Private,Some-college,10,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,40,United-States,<=50K
48,Government,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
47,Government,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
32,Private,Bachelors,13,Never-married,Other-service,Unmarried,Other,Male,0,0,40,United-States,<=50K
28,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
52,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Female,3103,0,30,United-States,>50K
41,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,1902,40,United-States,>50K
64,Private,Some-college,10,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
31,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,60,Europe,>50K
48,Self-employed,HS-grad,9,Separated,Other-service,Other-relative,White,Female,0,0,25,United-States,<=50K
36,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
46,Private,Some-college,10,Married-civ-spouse,Farming-fishing,Spouse,White,Female,0,0,20,United-States,<=50K
45,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,36,Europe,>50K
29,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,Self-employed,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,<=50K
44,Private,HS-grad,9,Never-married,Other-service,Other-relative,Black,Male,0,0,32,United-States,<=50K
45,Government,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,78,United-States,>50K
30,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,Black,Female,0,0,35,Latin America,<=50K
44,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,>50K
39,Self-employed,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,1564,12,United-States,>50K
49,Government,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
19,Private,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,0,0,25,United-States,<=50K
41,Private,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,40,Latin America,<=50K
40,Self-employed,Masters,14,Never-married,Other-service,Own-child,White,Male,0,0,99,United-States,<=50K
21,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0,0,35,United-States,<=50K
48,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,4386,0,40,United-States,>50K
45,Government,11th,7,Married-civ-spouse,Other-service,Spouse,Black,Male,0,0,50,United-States,<=50K
58,Self-employed,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,18,United-States,<=50K
31,Government,10th,6,Never-married,Transport-moving,Other-relative,White,Male,0,1741,40,United-States,<=50K
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,50,United-States,<=50K
22,Government,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,United-States,<=50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
44,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,68,United-States,<=50K
33,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,60,United-States,>50K
68,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K
77,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K
51,Private,11th,7,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
47,Self-employed,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,2002,30,United-States,<=50K
23,Self-employed,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,50,United-States,<=50K
46,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,>50K
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,7688,0,40,United-States,>50K
20,Private,11th,7,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,United-States,<=50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
22,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
41,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,40,United-States,<=50K
28,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,24,United-States,<=50K
29,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,40,United-States,>50K
38,Self-employed,11th,7,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
26,Private,HS-grad,9,Never-married,Priv-house-serv,Other-relative,White,Female,0,1602,15,Latin America,<=50K
34,Self-employed,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Male,0,0,60,United-States,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,70,United-States,<=50K
18,Private,11th,7,Never-married,Sales,Own-child,White,Male,0,0,18,United-States,<=50K
43,Private,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
40,Private,Some-college,10,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,55,United-States,>50K
36,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Own-child,White,Male,0,0,40,United-States,>50K
50,Self-employed,7th-8th,4,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,1977,63,United-States,>50K
35,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,10520,0,45,United-States,>50K
58,Government,5th-6th,3,Divorced,Other-service,Other-relative,Black,Female,0,0,40,Latin America,<=50K
52,Government,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,52,United-States,>50K
20,Private,10th,6,Never-married,Sales,Not-in-family,Other,Male,0,0,40,United-States,<=50K
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
54,Private,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
51,Self-employed,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,15024,0,60,United-States,>50K
28,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,35,United-States,<=50K
40,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,30,United-States,<=50K
19,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K
46,Private,Some-college,10,Married-civ-spouse,Sales,Spouse,White,Male,0,0,45,United-States,>50K
62,Private,9th,5,Married-civ-spouse,Other-service,Spouse,White,Male,0,0,35,United-States,<=50K
43,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
66,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,25,United-States,<=50K
42,Self-employed,10th,6,Widowed,Transport-moving,Unmarried,White,Male,0,0,35,United-States,<=50K
32,Private,12th,8,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,40,United-States,<=50K
50,Self-employed,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,99,United-States,>50K
54,Private,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,<=50K
33,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Spouse,White,Female,0,0,35,United-States,>50K
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
23,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,33,United-States,<=50K
20,Government,HS-grad,9,Married-civ-spouse,Protective-serv,Spouse,Black,Male,0,0,30,Puerto-Rico,<=50K
31,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,55,United-States,<=50K
35,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Male,0,0,40,Asia,>50K
38,Private,11th,7,Married-spouse-absent,Transport-moving,Own-child,White,Male,0,0,36,Latin America,<=50K
63,Private,Some-college,10,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
53,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,40,United-States,>50K
31,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Europe,<=50K
30,Government,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,40,United-States,<=50K
32,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K
24,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,56,United-States,<=50K
44,Private,10th,6,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
39,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
30,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
28,Private,Bachelors,13,Married-civ-spouse,Sales,Spouse,White,Male,7298,0,42,United-States,>50K
45,Self-employed,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,Asian-Pac-Islander,Female,0,0,70,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,48,United-States,<=50K
52,Government,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,7688,0,40,United-States,>50K
34,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,50,United-States,>50K
36,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,213,40,United-States,<=50K
25,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,52,United-States,<=50K
44,Self-employed,11th,7,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,88,United-States,<=50K
26,Private,5th-6th,3,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Latin America,<=50K
67,Private,Masters,14,Married-civ-spouse,Adm-clerical,Spouse,Black,Male,0,0,40,United-States,>50K
49,Government,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,7430,0,40,United-States,>50K
43,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,7298,0,40,United-States,>50K
29,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K
20,Private,HS-grad,9,Never-married,Sales,Not-in-family,Other,Male,0,0,43,United-States,<=50K
52,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
25,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
46,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K
46,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
47,Private,9th,5,Never-married,Other-service,Unmarried,White,Female,0,0,50,United-States,<=50K
26,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Spouse,Black,Male,0,0,40,United-States,<=50K
61,Private,12th,8,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,Europe,<=50K
43,Self-employed,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,45,United-States,<=50K
34,Private,Bachelors,13,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,0,2339,40,United-States,<=50K
29,Private,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Female,0,0,40,Asia,>50K
42,Self-employed,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,60,United-States,>50K
52,Self-employed,Prof-school,15,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,>50K
57,Self-employed,HS-grad,9,Widowed,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,>50K
61,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
68,Private,7th-8th,4,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,20,United-States,<=50K
24,Private,Preschool,1,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,<=50K
30,Government,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,45,United-States,<=50K
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,Asian-Pac-Islander,Male,0,0,40,Asia,>50K
21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,15024,0,55,United-States,>50K
37,Private,HS-grad,9,Divorced,Other-service,Not-in-family,Black,Female,0,0,20,United-States,<=50K
63,Private,10th,6,Widowed,Farming-fishing,Unmarried,White,Female,0,0,56,United-States,<=50K
33,Private,11th,7,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
60,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,1408,50,United-States,<=50K
28,Private,HS-grad,9,Married-civ-spouse,Sales,Spouse,White,Male,0,0,40,United-States,<=50K
47,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,65,United-States,<=50K
35,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
29,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
44,Private,HS-grad,9,Married-civ-spouse,Other-service,Spouse,Asian-Pac-Islander,Female,0,0,50,Asia,<=50K
51,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
64,Self-employed,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,15024,0,55,United-States,>50K
30,Government,Some-college,10,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,<=50K
19,Private,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,0,0,18,Asia,<=50K
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Spouse,White,Male,0,0,40,United-States,<=50K
58,Private,7th-8th,4,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,0,50,United-States,<=50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States,<=50K
18,Private,12th,8,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
54,Private,11th,7,Married-civ-spouse,Other-service,Spouse,Black,Female,0,0,40,United-States,>50K
38,Private,HS-grad,9,Married-civ-spouse,Tech-support,Spouse,White,Male,0,0,40,United-States,>50K
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
19,Private,11th,7,Never-married,Other-service,Other-relative,White,Female,0,0,15,United-States,<=50K
30,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,40,United-States,<=50K
57,Private,1st-4th,2,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,Europe,<=50K
45,Government,Masters,14,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,37,United-States,>50K
55,Private,10th,6,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,40,United-States,<=50K
40,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Spouse,White,Male,0,0,60,United-States,>50K
55,Private,HS-grad,9,Separated,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
18,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States,<=50K
29,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Latin America,<=50K
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K
33,Private,HS-grad,9,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,48,Asia,<=50K
24,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,40,United-States,>50K
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,50,United-States,<=50K
55,Private,10th,6,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,0,45,United-States,<=50K
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Spouse,White,Male,0,0,48,United-States,<=50K
43,Government,HS-grad,9,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,<=50K
28,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,HS-grad,9,Divorced,Exec-managerial,Own-child,White,Female,1831,0,40,United-States,<=50K
20,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,<=50K
49,Government,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,70,United-States,<=50K
27,Private,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
61,Government,5th-6th,3,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,40,United-States,<=50K
52,Government,Masters,14,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,4787,0,44,United-States,>50K
28,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,80,United-States,<=50K
37,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
49,Government,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
35,Government,Prof-school,15,Married-civ-spouse,Prof-specialty,Spouse,White,Male,0,0,55,United-States,<=50K
31,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
40,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
29,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K
72,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Spouse,White,Male,0,0,20,United-States,<=50K
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,<=50K
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Spouse,White,Male,3137,0,40,United-States,<=50K
61,Self-employed,HS-grad,9,Married-civ-spouse,Farming-fishing,Spouse,White,Male,0,1848,60,United-States,>50K
52,Government,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Spouse,White,Male,0,0,40,United-States,>50K
30,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Government,Masters,14,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,50,United-States,>50K
45,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,45,United-States,>50K
56,Private,Some-college,10,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,40,United-States,>50K
45,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,1977,50,United-States,>50K
58,Government,7th-8th,4,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,40,United-States,<=50K
49,Private,Masters,14,Married-civ-spouse,Exec-managerial,Spouse,White,Male,0,1977,40,United-States,>50K
21,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,36,United-States,<=50K
45,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Spouse,White,Male,0,0,40,United-States,>50K
28,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K
36,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Spouse,White,Male,0,0,48,United-States,>50K
61,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,82,United-States,<=50K
35,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
